梧棲(文化路),202434.0964,2683587.213
梧棲郵局,202262.7331,2683628.991
梧棲國小,202307.1253,2683025.424
五常里,217496.2804,2671941.233
霧峰國小,219255.6563,2661415.093
梧棟,202733.5304,2685760.397
烏厝巷,210756.6967,2666915.853
台中世貿中心,210854.5494,2675030.4
台中世貿中心,210854.5493,2675030.363
發展署中彰投分署(工業區一路),210402.6398,2673952.556
發展署中彰投分署(工業區三路),210443.7574,2673929.295
翁子國小,223883.0812,2684262.263
翁子保養場,223547.7019,2684092.881
文莊里,217220.2647,2672189.395
文英兒童公園,218468.345,2672372.562
文雅里,213943.9114,2679616.19
文修停車場,213594.3823,2675563.44
文心中清路口,216639.2618,2674310.563
文心西屯路口,214679.0469,2673481.855
文心興安路口,218956.3293,2674004.735
文心向心路口,214086.3861,2670842.064
文心五權西路口,214076.5745,2670538.294
文心臺灣大道口,214294.315,2672944.71
文心四川路口,214501.4404,2673230.153
文心市政路口,214102.3081,2672158.193
文心山西路口,217137.2469,2674272.401
文心陜西路口,216320.6915,2674252.948
文心陝西路口,216299.3542,2674252.998
文心熱河路口,218262.0271,2674089.553
文心青島東街口,216924.753,2674305.415
文心梅川西路口,217479.3928,2674208.74
文心河南路口,215532.7777,2674049.761
文心公益路口,214090.3198,2671716.436
文心甘肅路口,215026.6562,2673797.376
文興宮,204556.1293,2689563.654
文心中清西一街口,216527.9932,2674306.394
文心大墩七街口,214084.3677,2671037.054
文心崇德路口,218090.7487,2674117.378
文心昌平路口,218671.0725,2674031.387
文心南永春東路口,214054.1635,2669954.141
文心南三民西路口,214074.1028,2669034.524
文心南大慶街口,215031.3745,2667712.066
文心南路1273巷口,216298.4118,2666597.669
文心南復興北路口,214626.6714,2668228.093
文心南五路260巷口,214538.5324,2669694.877
文心南南屯路口,214090.1031,2670220.407
文心路一段,214198.394,2670563.242
文心森林公園(向上路),214189.1234,2671322.133
文心森林公園(文心路),214074.5649,2671272.363
文心國小,217735.8457,2674153.866
文山里,210875.6032,2671307.598
